5.556950091,3.994860052,2.026501084,1.749806472,0.016,0.016,0.016,0,0,37.25378232,13.45097493,0.016,33.5558755,179.7667365,15.69827932,483.6845072,71.20378222,0.016,0.016,4.952241001,0.016
4.731502854,4.383154763,2.451388635,2.004318688,1.750971496,0.016,0.362457971,0,0,0.016,0.47366283,0.016,28.69744886,132.980917,20.18765811,494.821602,66.72419871,0.016,0.016,4.139145864,1.750971497
4.266611554,4.735578542,2.708719169,2.239273649,1.750972614,0.882358328,0.016,0,0,0.473640365,0.016,0.931420498,38.01251708,120.5355887,15.32360923,498.2767009,78.65414212,2.306093917,0.016,3.714637336,1.750972616
5.461977159,6.192455875,3.233570395,2.485271932,1.750973841,0.016,0.362446738,0,0,0.016,0.473667545,0.016,28.61812216,136.9105829,20.96439502,498.18456,69.70661125,0.016,0.016,4.778688915,1.750973842
7.847282299,7.785745232,3.650703166,2.689480357,1.843774284,0.016,0.362463142,0,0,0.473645115,0.016,0.016,40.33836958,171.8509809,21.74298408,501.6461416,81.30707434,0.016,0.016,6.964981316,1.844161725
17.62383167,11.06705481,4.101840176,2.959159762,2.17858286,0.882413215,0.016,0,0,36.68357155,15.28849412,0.016,30.99292121,192.1476766,21.48457179,504.6175083,72.2520446,2.306118335,6.889177969,16.12535675,2.180683519
45.0134058,19.5650694,5.102285288,3.237774286,2.277819795,0.016,0.362460688,0,0,36.16587881,11.76776992,209.4513639,42.46883883,231.9079574,20.82589333,446.8747344,83.19983567,0.016,0.016,41.64849147,2.280417022
47.61517849,20.54392966,5.356188985,3.291582018,2.421992397,0.882358241,0.362449196,0,0,28.5226816,9.614355543,205.5283081,32.33356027,393.4791842,25.06086958,445.8517042,72.89109337,2.306142913,0.016,44.14567946,2.425295559
45.25235636,19.31958568,5.19319819,2.962794641,2.02725516,0.016,0.016,97.93159093,90.18851498,25.70740523,10.15372652,181.3065094,40.6694884,489.5214192,39.84017806,403.7440829,71.95659615,0.016,0.016,42.70589537,2.028613004
38.35241751,15.48157609,3.951596315,2.319482698,1.751156719,0.882389539,0.362467312,62.63929556,60.67807214,24.91449817,5.990099302,158.9845176,23.1668825,333.1345787,32.05414524,385.0317644,56.84665563,2.307380975,0.016,35.83338331,1.75115672
33.75848925,12.91856774,2.765263519,2.180956719,0.016,0.016,0.362469978,37.34090026,41.00945272,25.25062089,5.533550261,127.0694504,20.51870487,262.5151024,26.10805575,366.8467417,60.85900153,0.016,6.894553398,31.38365053,0.016
26.75255575,10.02998552,1.949536418,1.215774962,3.488698717,0.882420975,0.016,23.11039,31.7267272,19.69610791,3.230570067,110.4586577,9.354983531,200.4475925,25.32936914,358.3825397,47.84459634,2.30729805,0.016,24.8862453,3.488699878
22.63068039,8.048915697,1.36853026,0.619291666,1.752470047,0.016,0.362468641,4.083727588,15.98813011,9.373801982,2.769282273,83.5271368,4.405891927,138.7761531,25.05927508,354.9958877,54.91518504,0.016,0.016,21.00914435,1.752484665
19.7506504,6.741500512,1.053095007,0.571907617,3.492906757,0.882569488,0.362461139,0.080304522,11.67400111,8.855418937,2.76910326,77.07085596,0,144.1613758,18.98433248,331.8332821,44.51855067,2.307391929,6.894513952,18.31268929,3.492907022
17.25186096,5.783154628,0.944794145,0.526462644,1.752405054,0.016,0.016,0,4.64254076,6.501823839,1.850171032,63.74348142,0,135.4104486,23.64949624,314.5162705,54.28788953,0.016,0.016,15.9974712,1.752405183
19.74315768,6.596104085,1.04969085,0.530458404,1.7509989,0.88236024,0.362462399,0,0.26201774,6.467011501,1.850527273,52.11377411,0,135.1226232,18.98151493,318.6883379,44.17023707,2.30615824,0.016,18.30519869,1.750999029
23.06488665,7.680036696,1.189553122,0.587346659,1.751101397,0.016,0.016,0,0.002306805,6.006912208,2.309138067,55.45728963,0,105.0466282,9.577072126,332.9708593,55.87061199,0.016,0.016,21.38216868,1.751101526
30.53877682,10.11888507,1.504243235,0.700895126,1.751001866,0.016,0.362469976,2.874523324,7.603057449,8.781766254,2.76952858,80.12676538,3.265225961,134.6543788,9.698306295,372.0190894,47.12696864,0.016,0.016,28.30535116,1.751002003
