Hourly Dry Bulb (deg C),Hourly Wet Bulb (deg C),Hourly Direct Normal Irradiance (W/m2),Hourly Diffuse Horizontal Irradiance (W/m2),Hourly Global Horizontal Irradiance (W/m2),Hourly Albedo,Hourly Wind Speed (m/s)
8.3,6.132821867,0,0,0,0.16,3.1
8.3,5.323827711,0,0,0,0.16,0
7.8,4.832163811,0,0,0,0.16,0
7.8,5.158443628,0,0,0,0.16,2.1
8.9,6.686385433,0,0,0,0.16,3.6
7.2,7.2118598,0,0,0,0.16,2.1
7.2,6.20553195,0,0,0,0.16,2.6
7.2,5.707581972,0,0,0,0.16,3.6
7.2,5.707581972,0,0,0,0.16,1.5
8.3,6.023823744,0,0,0,0.16,0
8.3,6.455823578,0,0,0,0.16,3.6
7.8,6.313067656,60,5,7,0.16,3.6
8.3,6.4212156,71,73,88,0.16,5.2
9.4,6.645896878,17,129,135,0.16,4.6
9.4,6.900713561,246,252,366,0.16,4.1
11.7,7.117199278,12,184,191,0.16,2.1
11.7,7.395694639,12,196,203,0.16,3.6
11.7,7.837646628,453,250,486,0.16,4.6
11.7,8.2894049,0,72,72,0.16,3.6
11.1,9.045034172,374,169,286,0.16,6.7
10.6,9.114418522,0,94,94,0.16,6.2
10,8.911928572,0,0,0,0.16,5.2
10,8.91280785,0,0,0,0.16,5.2
10,8.603667428,0,0,0,0.16,5.2
10,8.416865328,0,0,0,0.16,5.2
9.4,8.411133989,0,0,0,0.16,5.2
8.9,7.828307639,0,0,0,0.16,3.6
9.4,7.487404239,0,0,0,0.16,5.7
7.8,6.918969161,0,0,0,0.16,4.1
8.3,6.577820389,0,0,0,0.16,0
8.3,6.847126889,0,0,0,0.16,6.2
8.3,7.030019194,0,0,0,0.16,2.1
8.3,7.031433528,0,0,0,0.16,4.1
7.8,7.031433528,0,0,0,0.16,3.6
7.2,7.031433528,0,0,0,0.16,4.1
7.2,6.749687089,39,6,7,0.16,6.7
7.8,6.845669022,0,37,37,0.16,8.8
8.3,7.02876475,0,58,58,0.16,9.3
7.8,7.023031694,6,164,167,0.16,7.2
7.8,7.006468456,0,173,173,0.16,7.7
8.9,7.120655456,24,220,233,0.16,7.2
8.9,7.389198733,502,216,479,0.16,8.2
9.4,7.831150911,623,136,412,0.16,9.3
9.4,7.168375122,624,104,302,0.16,7.2
9.4,6.6115626,70,100,112,0.16,8.2
9.4,6.572329661,0,0,0,0.16,3.1
8.9,6.299308028,0,0,0,0.16,2.1
8.3,6.106646456,0,0,0,0.16,3.1
7.2,6.078180711,0,0,0,0.16,1.5
7.2,6.078779494,0,0,0,0.16,0
6.7,6.122112556,0,0,0,0.16,0
6.1,5.532717022,0,0,0,0.16,2.6
5.6,5.473761161,0,0,0,0.16,1.5
5.6,5.662806006,0,0,0,0.16,2.1
7.2,5.662806006,0,0,0,0.16,0
3.9,5.662070539,0,0,0,0.16,0
3.9,5.042257422,0,0,0,0.16,0
5,5.290570133,0,0,0,0.16,0
4.4,5.400256767,0,0,0,0.16,2.1
4.4,4.976082606,133,4,8,0.16,2.1
7.8,5.140717994,481,52,151,0.16,1.5
9.4,5.549809739,696,75,323,0.16,3.1
11.1,5.746728172,778,92,458,0.16,2.6
11.1,5.924719511,815,103,543,0.16,3.6
12.8,6.206272683,826,109,571,0.16,2.1
13.3,6.585242556,533,191,472,0.16,3.1
12.8,7.269438178,491,171,390,0.16,5.2
12.2,7.595402989,494,142,301,0.16,7.2
11.1,7.732254561,158,102,128,0.16,6.7
10.6,7.427932056,0,0,0,0.16,5.2
9.4,7.441301733,0,0,0,0.16,5.7
8.9,7.565652011,0,0,0,0.16,5.2
8.9,6.948584156,0,0,0,0.16,0
7.2,6.577377117,0,0,0,0.16,0
7.8,6.009669906,0,0,0,0.16,0
7.2,5.669408317,0,0,0,0.16,1.5
6.1,4.847498311,0,0,0,0.16,2.1
5.6,4.357613322,0,0,0,0.16,1.5
4.4,4.524643494,0,0,0,0.16,3.1
3.9,4.607608606,0,0,0,0.16,2.1
3.9,4.887435394,0,0,0,0.16,0
3.3,3.589795017,0,0,0,0.16,2.1
7.2,3.393973561,0,0,0,0.16,2.6
6.7,4.3488148,49,5,7,0.16,1.5
8.9,5.103376039,380,73,152,0.16,5.2
10.6,5.5820484,521,107,294,0.16,5.2
11.1,6.319388172,538,160,415,0.16,5.2
11.7,7.253276122,512,196,474,0.16,5.7
11.7,8.139274939,597,173,509,0.16,4.6
12.2,8.46450165,759,134,537,0.16,6.2
12.2,8.192500244,754,107,446,0.16,6.2
11.7,8.561156422,634,101,308,0.16,8.2
10.6,8.684951428,0,82,82,0.16,8.2
10,8.29910565,0,0,0,0.16,6.2
9.4,7.786110172,0,0,0,0.16,3.6
8.9,8.375608189,0,0,0,0.16,4.1
8.9,8.575791978,0,0,0,0.16,3.6
8.3,7.54737745,0,0,0,0.16,2.1
7.8,7.030538233,0,0,0,0.16,3.1
8.3,6.083981972,0,0,0,0.16,0
7.2,5.551297806,0,0,0,0.16,0
6.1,6.129924628,0,0,0,0.16,1.5
5.6,6.473819283,0,0,0,0.16,0
5,6.473978289,0,0,0,0.16,1.5
4.4,5.304058194,0,0,0,0.16,1.5
4.4,5.163757056,0,0,0,0.16,2.1
5,5.956241417,0,0,0,0.16,2.6
5,5.876217344,150,5,10,0.16,3.1
6.7,5.431654594,514,52,160,0.16,1.5
7.2,5.545655717,674,79,324,0.16,2.1
7.8,6.390208778,609,146,437,0.16,1.5
8.9,7.053904033,559,180,486,0.16,2.1
10,7.724243261,524,200,497,0.16,2.6
10.6,8.479281956,747,137,536,0.16,4.1
10.6,9.096799333,735,112,446,0.16,3.6
11.1,9.651410733,653,99,315,0.16,1.5
10.6,9.513747767,191,106,138,0.16,0
10.6,9.306151478,0,0,0,0.16,0
9.4,8.756946239,0,0,0,0.16,1.5
10,8.113909406,0,0,0,0.16,0
9.4,8.232211072,0,0,0,0.16,3.1
9.4,8.122036556,0,0,0,0.16,2.6
8.9,6.786751239,0,0,0,0.16,2.1
6.7,6.091469394,0,0,0,0.16,1.5
7.2,6.343763767,0,0,0,0.16,0
6.7,5.862528211,0,0,0,0.16,0
5.6,5.539651028,0,0,0,0.16,2.1
5,5.554204556,0,0,0,0.16,2.1
5.6,5.554204556,0,0,0,0.16,1.5
5.6,5.554658811,0,0,0,0.16,1.5
6.1,5.893183828,0,0,0,0.16,0
6.7,6.091469394,0,3,3,0.16,0
7.8,6.091469394,155,79,113,0.16,2.6
7.8,6.346322133,312,147,261,0.16,0
7.8,7.088130233,164,250,329,0.16,0
8.9,7.541061794,107,276,335,0.16,3.1
10,7.854272006,24,256,270,0.16,4.6
14.4,8.303638311,31,265,281,0.16,8.8
13.9,8.516406183,6,184,186,0.16,6.2
13.3,8.495331661,40,152,165,0.16,8.8
13.3,8.7828687,122,112,133,0.16,8.2
11.7,9.249901961,0,0,0,0.16,2.1
11.7,9.416608828,0,0,0,0.16,4.6
11.7,8.820518917,0,0,0,0.16,3.6
11.7,8.728387667,0,0,0,0.16,4.6
11.1,8.886463467,0,0,0,0.16,5.2
11.1,8.604151444,0,0,0,0.16,5.2
8.9,9.354130189,0,0,0,0.16,4.1
8.9,9.721823844,0,0,0,0.16,4.1
9.4,9.496885494,0,0,0,0.16,3.1
8.9,9.09496175,0,0,0,0.16,2.1
8.9,8.301474528,0,0,0,0.16,6.7
8.9,8.249786617,0,0,0,0.16,5.7
9.4,8.434343456,0,0,0,0.16,10.8
8.9,8.730765839,0,0,0,0.16,5.7
9.4,8.633502644,97,9,13,0.16,7.2
10.6,8.724374894,202,85,128,0.16,9.3
10,9.163640433,17,139,145,0.16,10.3
11.1,9.945154678,0,108,108,0.16,11.3
10.6,9.689914778,6,182,185,0.16,8.8
11.7,9.917034783,350,265,466,0.16,12.9
11.1,10.28503673,520,195,477,0.16,13.4
11.1,10.28503673,458,182,394,0.16,13.9
10.6,9.469384378,569,119,311,0.16,12.9
9.4,8.109683261,342,104,165,0.16,11.3
8.9,7.311513872,56,0,0,0.16,11.8
8.9,7.166278122,0,0,0,0.16,9.3
8.9,6.56877295,0,0,0,0.16,8.8
8.3,6.502052883,0,0,0,0.16,5.7
8.1,6.402618533,0,0,0,0.16,4.9
8,6.732398222,0,0,0,0.16,4.1
7.8,6.988434594,0,0,0,0.16,3.3
7.7,6.371042067,0,0,0,0.16,2.4
7.5,6.029998372,0,0,0,0.16,1.6
7.4,5.841351667,0,0,0,0.16,0.8
7.2,5.809470806,0,0,0,0.16,0
7.4,4.823063211,0,0,0,0.16,0.7
7.6,4.630262194,0,0,0,0.16,1.4
7.8,4.523902783,0,0,0,0.16,2.1
8.3,5.025197011,21,18,20,0.16,1.4
8.9,5.83083365,228,66,115,0.16,0.7
9.4,6.327309256,693,70,327,0.16,0
10.7,7.131517533,751,86,450,0.16,0.7
12,8.336805317,826,95,552,0.16,1.4
13.3,8.594029422,848,97,584,0.16,2.1
13.5,8.658408583,829,93,542,0.16,3.1
13.7,9.054577306,779,83,442,0.16,4.2
13.9,9.091559994,672,66,292,0.16,5.2
13,8.387820511,433,44,120,0.16,4.8
12,7.849779744,46,13,18,0.16,4.5
11.1,7.7389319,0,0,0,0.16,4.1
10.9,7.580744861,0,0,0,0.16,3.4
10.8,7.151219739,0,0,0,0.16,2.8
10.6,6.330004789,0,0,0,0.16,2.1
9.5,5.574701044,0,0,0,0.16,2.1
8.3,5.568412606,0,0,0,0.16,2.1
7.2,5.480943161,0,0,0,0.16,2.1
6.7,5.53342415,0,0,0,0.16,2.3
6.1,5.663620556,0,0,0,0.16,2.4
5.6,5.686209278,0,0,0,0.16,2.6
6,5.356019033,0,0,0,0.16,2.6
6.3,5.491600328,0,0,0,0.16,2.6
6.7,5.535562922,0,0,0,0.16,2.6
7.1,5.263173383,92,24,33,0.16,4.1
7.4,5.776324689,266,63,121,0.16,5.7
7.8,6.632272722,554,102,309,0.16,7.2
8.5,7.457816028,730,101,458,0.16,6.7
9.3,8.053461628,719,109,512,0.16,6.2
10,8.280196,732,120,543,0.16,5.7
10.2,8.426878922,595,164,489,0.16,4.3
10.4,8.205337372,571,140,406,0.16,2.9
10.6,8.021864822,423,119,263,0.16,1.5
10.2,7.8626563,201,68,104,0.16,1.5
9.8,7.422642194,18,15,17,0.16,1.5
9.4,7.052622111,0,0,0,0.16,1.5
8.7,6.950022083,0,0,0,0.16,1.7
7.9,6.662403022,0,0,0,0.16,1.9
7.2,5.825749656,0,0,0,0.16,2.1
7.4,5.246758411,0,0,0,0.16,1.9
7.6,5.504066856,0,0,0,0.16,1.7
7.8,5.342508611,0,0,0,0.16,1.5
7.4,5.319814806,0,0,0,0.16,1
7.1,4.789858622,0,0,0,0.16,0.5
6.7,4.703770156,0,0,0,0.16,0
6.7,4.818699656,0,0,0,0.16,0.9
6.7,4.782834839,0,0,0,0.16,1.7
6.7,5.177027894,0,0,0,0.16,2.6
6.9,5.8460808,10,25,26,0.16,3.1
7,6.134073772,165,85,121,0.16,3.6
7.2,6.812280539,514,111,305,0.16,4.1
8.5,9.694868967,656,123,446,0.16,3.4
9.8,9.375886206,725,115,523,0.16,2.8
11.1,9.115159667,410,103,342,0.16,2.1
11.8,9.3870366,667,155,522,0.16,2.1
12.6,7.817891911,492,153,384,0.16,2.1
13.3,8.481821994,475,124,287,0.16,2.1
12.4,9.119375622,304,54,110,0.16,2.1
11.5,8.3733408,6,16,16,0.16,2.1
10.6,7.583911694,0,0,0,0.16,2.1
10.2,7.034325094,0,0,0,0.16,2.1
9.8,6.974211911,0,0,0,0.16,2.1
9.4,6.849327339,0,0,0,0.16,2.1
8.9,6.9077045,0,0,0,0.16,2.1
8.3,6.477706794,0,0,0,0.16,2.1
7.8,6.656616622,0,0,0,0.16,2.1
7.6,7.117486222,0,0,0,0.16,1.9
7.4,6.905206183,0,0,0,0.16,1.7
7.2,6.514671578,0,0,0,0.16,1.5
6.7,6.116075539,0,0,0,0.16,1
6.1,6.247890033,0,0,0,0.16,0.5
5.6,4.171714633,0,0,0,0.16,0
6.7,3.573903244,47,24,29,0.16,0.9
7.8,6.199323911,324,82,156,0.16,1.7
8.9,7.777487822,388,144,291,0.16,2.6
10.4,8.454153744,390,180,374,0.16,2.8
11.8,9.374435533,203,260,374,0.16,2.9
13.3,9.631941761,199,253,370,0.16,3.1
14.1,9.223741267,129,246,318,0.16,2.8
14.8,9.487164317,29,207,220,0.16,2.4
15.6,9.572447406,34,136,148,0.16,2.1
14.5,9.790768,14,59,62,0.16,2.1
13.3,9.534259922,0,13,13,0.16,2.1
12.2,8.981872089,0,0,0,0.16,2.1
12,8.132852383,0,0,0,0.16,2.9
11.9,7.238254167,0,0,0,0.16,3.8
11.7,7.271407878,0,0,0,0.16,4.6
10.4,6.975185561,0,0,0,0.16,3.8
9.1,6.485591828,0,0,0,0.16,2.9
7.8,6.368624333,0,0,0,0.16,2.1
7.6,6.022009161,0,0,0,0.16,2.1
7.4,5.814421511,0,0,0,0.16,2.1
7.2,5.305655461,0,0,0,0.16,2.1
7,4.339852778,0,0,0,0.16,1.9
6.9,3.694580906,0,0,0,0.16,1.7
6.7,4.95401385,0,0,0,0.16,1.5
8,5.459313272,32,28,31,0.16,1.7
9.3,6.151079789,319,86,159,0.16,1.9
10.6,7.541520733,344,165,297,0.16,2.1
11.3,8.011775144,462,180,412,0.16,2.4
12.1,8.807353144,400,196,424,0.16,2.8
12.8,9.317020039,199,282,399,0.16,3.1
13,9.775514717,116,215,279,0.16,4.1
13.1,10.03458521,43,214,235,0.16,5.2
13.3,10.0341444,87,115,146,0.16,6.2
12.8,10.0341444,109,74,95,0.16,5.3
12.2,10.0341444,28,15,17,0.16,4.5
11.7,9.6877813,0,0,0,0.16,3.6
11.5,9.210124211,0,0,0,0.16,3.9
11.3,9.040980133,0,0,0,0.16,4.3
11.1,9.331314528,0,0,0,0.16,4.6
11.3,9.505505578,0,0,0,0.16,4.3
11.5,9.505505578,0,0,0,0.16,3.9
11.7,9.376693056,0,0,0,0.16,3.6
11.1,9.288580561,0,0,0,0.16,3.1
10.6,9.122496294,0,0,0,0.16,2.6
10,9.053422167,0,0,0,0.16,2.1
10.2,9.229203861,0,0,0,0.16,2.3
10.4,9.468331244,0,0,0,0.16,2.4
10.6,9.625283839,0,0,0,0.16,2.6
10.6,9.664812378,1,21,21,0.16,2.6
10.6,9.664868417,7,83,84,0.16,2.6
10.6,10.18146928,10,121,125,0.16,2.6
11.7,10.62699353,138,193,262,0.16,2.6
12.8,10.87747608,590,160,499,0.16,2.6
13.9,9.453715228,675,143,545,0.16,2.6
14.5,10.02053634,756,106,531,0.16,3.8
15,11.09329384,632,105,410,0.16,5
15.6,11.06233479,665,63,300,0.16,6.2
14.3,10.92241544,393,55,132,0.16,6.2
13,10.63896724,55,20,26,0.16,6.2
11.7,10.48888681,0,0,0,0.16,6.2
11.3,10.48898626,0,0,0,0.16,4.6
11,10.48915188,0,0,0,0.16,3.1
10.6,10.48925001,0,0,0,0.16,1.5
10.4,10.48941556,0,0,0,0.16,1
10.2,10.6277877,0,0,0,0.16,0.5
10,10.87827705,0,0,0,0.16,0
9.1,10.97934497,0,0,0,0.16,0
8.1,10.97934497,0,0,0,0.16,0
7.2,10.83844558,0,0,0,0.16,0
7.6,10.7525333,0,0,0,0.16,0
7.9,10.7525333,0,0,0,0.16,0
8.3,10.7525333,0,0,0,0.16,0
8.5,10.58831074,2,10,10,0.16,0.7
8.7,10.93554526,1,71,72,0.16,1.4
8.9,11.32531836,11,134,138,0.16,2.1
10.7,11.93622958,5,178,181,0.16,2.9
12.6,11.71256056,2,266,267,0.16,3.8
14.4,10.98251843,0,231,231,0.16,4.6
14.6,10.73360041,4,223,225,0.16,4.8
14.8,11.15851496,5,219,221,0.16,5
15,10.61631768,2,149,150,0.16,5.2
14.1,9.990635144,35,76,83,0.16,4.3
13.1,9.684958311,7,19,20,0.16,3.5
12.2,9.55441085,0,0,0,0.16,2.6
12.4,9.55441085,0,0,0,0.16,1.7
12.6,9.554675622,0,0,0,0.16,0.9
12.8,9.413440594,0,0,0,0.16,0
12.4,9.169296383,0,0,0,0.16,1.7
12.1,9.072425478,0,0,0,0.16,3.5
11.7,9.072482389,0,0,0,0.16,5.2
11.7,8.917665633,0,0,0,0.16,4.8
11.7,7.941661778,0,0,0,0.16,4.5
11.7,6.940473939,0,0,0,0.16,4.1
11.1,6.12455625,0,0,0,0.16,3.6
10.6,5.996749383,0,0,0,0.16,3.1
10,6.267791233,0,0,0,0.16,2.6
11.1,6.20548745,24,25,28,0.16,4
12.2,6.451063617,124,76,106,0.16,5.3
13.3,7.012482667,60,100,124,0.16,6.7
13.5,8.333294511,234,185,305,0.16,7.4
13.7,9.274299739,2,154,155,0.16,8.1
13.9,9.312727378,26,104,120,0.16,8.8
13.3,9.240432594,160,179,270,0.16,7.6
12.8,9.437359833,220,151,259,0.16,6.4
12.2,9.695660272,255,139,232,0.16,5.2
12.2,9.954324089,45,79,88,0.16,5.2
12.2,9.600824878,41,20,24,0.16,5.2
12.2,9.151114289,0,0,0,0.16,5.2
11.8,8.520360189,0,0,0,0.16,4.2
11.5,7.742942906,0,0,0,0.16,3.1
11.1,7.141893422,0,0,0,0.16,2.1
10.7,6.2372018,0,0,0,0.16,1.4
10.4,5.811786811,0,0,0,0.16,0.7
10,5.665550322,0,0,0,0.16,0
9.4,5.566238672,0,0,0,0.16,0.9
8.9,5.718882311,0,0,0,0.16,1.7
8.3,5.164702867,0,0,0,0.16,2.6
7.9,4.773965617,0,0,0,0.16,2.4
7.6,5.286002039,0,0,0,0.16,2.3
7.2,5.738756122,0,0,0,0.16,2.1
8.9,5.816238139,77,26,33,0.16,1.7
10.5,6.517993006,258,83,146,0.16,1.4
12.2,7.391794633,489,101,296,0.16,1
12.4,8.006414428,474,164,408,0.16,1.5
12.6,8.849829356,263,225,380,0.16,2.1
12.8,10.08070304,3,245,247,0.16,2.6
13.3,10.55221018,123,270,341,0.16,4
13.9,10.56947361,277,174,311,0.16,5.3
14.4,10.43105329,168,168,230,0.16,6.7
13.7,9.986747317,187,63,102,0.16,6.5
12.9,9.497570233,66,19,26,0.16,6.4
12.2,9.305879706,0,0,0,0.16,6.2
11.8,9.29185145,0,0,0,0.16,5.5
11.5,9.651226361,0,0,0,0.16,4.8
11.1,9.995315672,0,0,0,0.16,4.1
11.1,10.07092658,0,0,0,0.16,3.9
11.1,10.07092658,0,0,0,0.16,3.8
11.1,10.19122883,0,0,0,0.16,3.6
10.2,9.67098165,0,0,0,0.16,3.3
9.2,9.1695022,0,0,0,0.16,2.9
8.3,9.804920706,0,0,0,0.16,2.6
8.1,9.511665322,0,0,0,0.16,1.7
8,9.072331422,0,0,0,0.16,0.9
7.8,9.072331422,0,0,0,0.16,0
8.2,9.592539389,3,19,19,0.16,0.5
8.5,9.901972117,4,64,66,0.16,1
8.9,10.43310843,7,105,108,0.16,1.5
9.6,11.35131427,358,216,402,0.16,1.9
10.4,11.38419957,534,186,502,0.16,2.2
11.1,11.74452091,725,127,571,0.16,2.6
13,11.22152588,518,140,441,0.16,2.2
14.8,10.13531568,679,121,460,0.16,1.9
16.7,9.612220233,466,122,296,0.16,1.5
15,9.216119372,332,64,134,0.16,2.5
13.4,8.6934647,42,20,24,0.16,3.6
11.7,7.856687211,0,0,0,0.16,4.6
11.7,7.140407033,0,0,0,0.16,8
11.7,6.769464694,0,0,0,0.16,11.5
11.7,6.222421944,0,0,0,0.16,14.9
11.3,5.944227394,0,0,0,0.16,11.1
11,6.057612172,0,0,0,0.16,7.4
10.6,5.332184767,0,0,0,0.16,3.6
9.8,4.850541267,0,0,0,0.16,2.4
9.1,4.849783656,0,0,0,0.16,1.2
8.3,4.171329978,0,0,0,0.16,0
8.3,3.75450755,0,0,0,0.16,0.5
8.3,3.601270406,0,0,0,0.16,1
8.3,3.508162961,0,0,0,0.16,1.5
8.3,4.012007572,21,21,24,0.16,1.7
8.3,5.026028022,86,86,108,0.16,1.9
8.3,5.88016145,54,140,162,0.16,2.1
10.2,6.577660428,260,179,315,0.16,2.1
12,7.215312961,464,214,491,0.16,2.1
13.9,7.543907372,646,164,563,0.16,2.1
14.8,7.1149188,698,133,541,0.16,3.1
15.8,7.026572217,649,116,443,0.16,4.2
16.7,7.175024344,558,98,309,0.16,5.2
15.2,7.079732328,337,67,140,0.16,5.5
13.7,6.772943861,28,23,26,0.16,5.9
12.2,5.620959611,0,0,0,0.16,6.2
11.8,4.972935728,0,0,0,0.16,5.5
11.5,4.092908772,0,0,0,0.16,4.8
11.1,3.987381,0,0,0,0.16,4.1
10.9,4.6179844,0,0,0,0.16,4.3
10.8,4.255590206,0,0,0,0.16,4.4
10.6,3.728175583,0,0,0,0.16,4.6
10.6,2.800806489,0,0,0,0.16,3.8
10.6,2.7440522,0,0,0,0.16,2.9
10.6,3.096798044,0,0,0,0.16,2.1
10.2,2.826958917,0,0,0,0.16,2.3
9.8,2.443867117,0,0,0,0.16,2.4
9.4,2.514342883,0,0,0,0.16,2.6
9.6,2.856530222,6,16,17,0.16,1.7
9.8,3.8709754,10,77,80,0.16,0.9
10,4.927469006,11,201,205,0.16,0
10.7,6.055277833,86,259,304,0.16,0.7
11.5,6.481122533,584,159,510,0.16,1.4
12.2,6.832376756,637,170,565,0.16,2.1
13.3,7.247154944,658,141,529,0.16,3.1
14.5,8.2602209,645,108,436,0.16,4.2
15.6,8.358715483,676,61,319,0.16,5.2
14.3,7.020893639,419,55,147,0.16,5.7
13,7.328755239,86,19,27,0.16,6.2
11.7,8.040110211,0,0,0,0.16,6.7
11.3,7.133373528,0,0,0,0.16,5.5
11,6.156709389,0,0,0,0.16,4.3
10.6,5.957271678,0,0,0,0.16,3.1
10.4,5.612732833,0,0,0,0.16,2.6
10.2,5.212320244,0,0,0,0.16,2
10,4.903163322,0,0,0,0.16,1.5
9.6,4.280208128,0,0,0,0.16,1
9.3,3.291281183,0,0,0,0.16,0.5
8.9,3.052329283,0,0,0,0.16,0
8.7,3.467211078,0,0,0,0.16,0.3
8.5,3.285726033,0,0,0,0.16,0.7
8.3,3.30220215,0,0,0,0.16,1
8.9,3.757595428,13,26,27,0.16,0.7
9.4,4.465931889,93,85,109,0.16,0.3
10,5.519803856,6,145,148,0.16,0
11.9,6.406116133,115,228,290,0.16,0.9
13.7,7.469433439,300,266,448,0.16,1.7
15.6,8.450836289,515,214,537,0.16,2.6
16.7,9.211343911,196,239,356,0.16,3.6
17.8,9.525905567,376,206,399,0.16,4.7
18.9,9.39066675,276,147,253,0.16,5.7
17.8,8.945766128,95,81,102,0.16,5.3
16.7,9.127749811,16,22,24,0.16,5
15.6,9.084130083,0,0,0,0.16,4.6
14.3,8.698308467,0,0,0,0.16,4.3
13,7.035214444,0,0,0,0.16,3.9
11.7,5.927278711,0,0,0,0.16,3.6
11.1,5.814492606,0,0,0,0.16,3.6
10.6,5.495830389,0,0,0,0.16,3.6
10,4.933235444,0,0,0,0.16,3.6
9.6,4.715042183,0,0,0,0.16,2.9
9.3,4.440109506,0,0,0,0.16,2.2
8.9,4.055925839,0,0,0,0.16,1.5
8.7,3.556257383,0,0,0,0.16,1.3
8.5,3.335529689,0,0,0,0.16,1.2
8.3,2.987941983,0,0,0,0.16,1
10.5,3.68865945,164,26,43,0.16,1.2
12.8,5.085182172,531,55,195,0.16,1.3
15,6.274607806,740,77,387,0.16,1.5
17.4,7.338779717,809,92,526,0.16,1.5
19.8,8.037047772,855,101,622,0.16,1.5
22.2,8.561384356,859,103,644,0.16,1.5
20.9,9.218392133,844,99,605,0.16,3.1
19.6,9.855850789,806,89,505,0.16,4.6
18.3,10.15460429,713,72,350,0.16,6.2
17.6,10.44493076,521,51,170,0.16,6
16.8,10.15646597,113,21,33,0.16,5.9
16.1,9.672426211,0,0,0,0.16,5.7
14.3,9.55441085,0,0,0,0.16,5.5
12.4,9.413092961,0,0,0,0.16,5.4
10.6,9.326890261,0,0,0,0.16,5.2
10,8.645744889,0,0,0,0.16,4.3
9.5,8.079845206,0,0,0,0.16,3.5
8.9,8.1425421,0,0,0,0.16,2.6
8.7,8.395797111,0,0,0,0.16,1.7
8.5,8.69182715,0,0,0,0.16,0.9
8.3,8.611033272,0,0,0,0.16,0
8.7,8.177792972,0,0,0,0.16,0.7
9,7.838342389,0,0,0,0.16,1.4
9.4,7.745677656,0,0,0,0.16,2.1
11.1,7.745677656,243,25,49,0.16,2.6
12.7,7.899772939,459,70,193,0.16,3.1
14.4,8.835392739,621,112,376,0.16,3.6
16.1,9.320870489,745,99,503,0.16,3.3
17.7,9.6094588,768,98,570,0.16,2.9
19.4,9.669043889,851,66,606,0.16,2.6
20.3,9.889933744,827,88,587,0.16,2.4
21.3,10.06756636,808,61,482,0.16,2.3
22.2,10.54020438,705,60,338,0.16,2.1
20.7,10.5264661,565,39,170,0.16,1.9
19.3,10.21322488,219,19,42,0.16,1.7
17.8,9.989665683,0,0,0,0.16,1.5
16.9,9.655057533,0,0,0,0.16,1
15.9,9.308795356,0,0,0,0.16,0.5
15,8.582327422,0,0,0,0.16,0
14.3,9.4179401,0,0,0,0.16,0.7
13.5,9.966245278,0,0,0,0.16,1.4
12.8,9.505842478,0,0,0,0.16,2.1
12.1,8.990718867,0,0,0,0.16,1.7
11.3,8.810673356,0,0,0,0.16,1.4
10.6,8.647487356,0,0,0,0.16,1
10.4,8.549839522,0,0,0,0.16,1.5
10.2,8.680088972,0,0,0,0.16,2.1
10,9.279171906,0,0,0,0.16,2.6
11.3,9.717628367,31,29,33,0.16,2.4
12.6,9.790380194,235,105,169,0.16,2.3
13.9,9.964732239,502,133,349,0.16,2.1
15.4,10.51989109,474,197,456,0.16,2.1
16.8,11.57858489,553,223,566,0.16,2.1
18.3,12.15787441,472,257,559,0.16,2.1
18.1,12.20942509,408,225,473,0.16,3.5
18,12.19498255,448,222,457,0.16,4.8
17.8,11.75353663,152,149,210,0.16,6.2
16.3,11.21251489,44,92,103,0.16,6.4
14.8,10.67225179,2,22,22,0.16,6.5
13.3,10.34014888,0,0,0,0.16,6.7
12.8,10.27811551,0,0,0,0.16,5.8
12.2,9.968468728,0,0,0,0.16,5
11.7,9.794944539,0,0,0,0.16,4.1
11.3,9.611105278,0,0,0,0.16,3.8
11,9.218922922,0,0,0,0.16,3.4
10.6,9.559602756,0,0,0,0.16,3.1
10.4,10.3921202,0,0,0,0.16,3.1
10.2,10.57252736,0,0,0,0.16,3.1
10,10.26765621,0,0,0,0.16,3.1
9.1,10.09481391,0,0,0,0.16,2.9
8.1,9.599321394,0,0,0,0.16,2.8
7.2,9.146703739,0,0,0,0.16,2.6
9.2,9.156665233,1,30,30,0.16,2.2
11.3,8.764049667,47,97,110,0.16,1.9
13.3,9.005284361,82,194,230,0.16,1.5
15.2,8.966298733,269,215,364,0.16,1
17,8.934881994,312,232,426,0.16,0.5
18.9,9.197181228,350,301,527,0.16,0
19.6,8.9696748,512,230,544,0.16,1
20.4,7.96563055,372,215,412,0.16,2.1
21.1,7.4077598,267,176,283,0.16,3.1
19.8,8.11965265,179,90,133,0.16,3.6
18.5,7.993248261,15,25,27,0.16,4.1
17.2,7.501764639,0,0,0,0.16,4.6
16.1,7.4077598,0,0,0,0.16,3.6
15,7.763730111,0,0,0,0.16,2.5
13.9,7.32467595,0,0,0,0.16,1.5
13.2,7.086703239,0,0,0,0.16,1
12.4,6.663978494,0,0,0,0.16,0.5
11.7,6.351882756,0,0,0,0.16,0
10.8,6.208214117,0,0,0,0.16,0.7
9.8,6.472442744,0,0,0,0.16,1.4
8.9,6.137768583,0,0,0,0.16,2.1
8.5,6.003549794,0,0,0,0.16,1.4
8.2,5.9589516,0,0,0,0.16,0.7
7.8,6.026041544,0,0,0,0.16,0
10,5.916614,363,23,59,0.16,0.7
